"","ParcelNumb","Address","lat","long"
"1577","1-9-4-007-032-0072","94-626 Lumiaina ST, Waipahu, HI 96797",NA,NA
"1578","1-9-5-090-001-0031","95-1240 MOEA ST, MILILANI, HI 96789",NA,NA
"1579","1-9-4-120-011-0000","94-625 Kupuna Loop, Waipahu, HI 96797",NA,NA
"1580","1-9-9-042-006-0000","99-253 Ulune ST, Aiea, HI 96701",NA,NA
"1581","1-9-5-086-004-0043","95-1035 Mahelu ST, Mililani, HI 96789",NA,NA
"1582","1-9-1-063-094-0000","91-1059 Aawa Drive, Ewa Beach, HI 96706",NA,NA
"1583","1-5-9-002-027-0000","59-175B Ke Nui RD, Haleiwa, HI 96712",NA,NA
"1584","1-3-2-022-014-0000","848-12th AVE, Honolulu, HI 96816",NA,NA
"1585","1-9-1-084-046-0000","91-1013 Kuea ST, Kapolei, HI 96707",NA,NA
"1586","1-9-4-070-001-0000","94-535D Anania Court, Mililani, HI 96789",NA,NA
"1587","1-9-8-059-023-0101","98-1288D Hoohiki PL, Pearl City, HI 96782",NA,NA
"1588","1-9-1-112-085-0000","91-1587 Wahane ST, Kapolei, HI 96707",NA,NA
"1589","1-9-8-059-004-0006","98-830 Noelani ST, Pearl City, HI 96782",NA,NA
"1590","1-4-3-012-046-0000","120 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1591","1-9-5-026-032-0000","94-128 Kipapa Drive, Mililani, HI 96789",NA,NA
"1592","1-9-1-010-116-0004","91-658 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1593","1-3-3-015-071-0000","1355-13th AVE, Honolulu, HI 96816",NA,NA
"1594","1-4-5-047-086-0000","45-255 Ka Hanahou Circle, Kaneohe, HI 96744",NA,NA
"1595","1-4-3-034-050-0000","241 Kainalu Drive, Kailua, HI 96734",NA,NA
"1596","1-3-9-068-009-0000","239 Ainahou ST, Honolulu, HI 96825",NA,NA
"1597","1-9-1-010-089-0006","91-1063 Kamailio ST, Ewa Beach, HI 96706",NA,NA
"1598","1-4-3-012-029-0000","134 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1599","1-3-2-057-047-0000","737-20th AVE, Honolulu, HI 96816",NA,NA
"1600","1-3-3-055-010-0000","2910 Dole ST, Honolulu, HI 96816",NA,NA
"1601","1-3-2-056-005-0000","717-18th AVE, Honolulu, HI 96816",NA,NA
"1602","1-3-2-011-022-0002","1003-5th AVE, Honolulu, HI 96816",NA,NA
"1603","1-9-1-056-005-0199","92-1077A Koio Drive, Kapolei, HI 96707",NA,NA
"1604","1-9-2-029-025-0000","92-7012 Kahea ST, Kapolei, HI 96707",NA,NA
"1605","1-9-1-165-028-0000","91-1142 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1606","1-9-1-156-024-0000","91-1180 Waiemi ST, Ewa Beach, HI 96706",NA,NA
"1607","1-3-9-008-009-0019","500 Lunalilo Home RD, Honolulu, HI 96825-1718",NA,NA
"1608","1-9-1-010-076-0004","91-1984 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1609","1-9-1-056-005-0183","92-1109C Koio Drive, Kapolei, HI 96707",NA,NA
"1610","1-9-5-044-053-0000","95-1056 Lalai ST, Mililani, HI 96789",NA,NA
"1611","1-9-1-127-050-0000","91-1022 Kaihoi ST, Ewa Beach, HI 96706",NA,NA
"1612","1-9-4-007-085-0021","94-668 Lumiauau ST, Waipahu, HI 96797",NA,NA
"1613","1-9-1-110-045-0000","91-1000 Kailoa ST, Ewa Beach, HI 96706",NA,NA
"1614","1-9-4-058-077-0000","94-527 Hiahia Loop, Waipahu, HI 96797",NA,NA
"1615","1-9-1-039-001-0066","91-672 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1616","1-4-7-004-027-0044","47-721 HUI KELU ST, KANEOHE, HI 96744",NA,NA
"1617","1-9-2-047-092-0000","92-800 Welo ST, Kapolei, HI 96707",NA,NA
"1618","1-4-6-029-071-0000","46-484 Makena ST, Kaneohe, HI 96744",NA,NA
"1619","1-9-5-072-071-0000","95-1007 Ahoka ST, Mililani, HI 96789",NA,NA
"1620","1-9-1-111-041-0025","91-1010 Kaimalie ST, Ewa Beach, HI 96706",NA,NA
"1621","1-9-1-067-011-0000","91-1047 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"1622","1-9-2-019-045-0023","92-1230 Makakilo Drive, Kapolei, HI 96707",NA,NA
"1623","1-3-3-034-024-0001","1751-10th AVE, Honolulu, HI 96816",NA,NA
"1624","1-8-7-052-093-0000","87-1674 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1625","1-4-4-012-064-0012","44-150 3 Kou PL, Kaneohe, HI 96744",NA,NA
"1626","1-9-1-160-063-0059","550 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"1627","1-8-7-052-043-0000","87-1524 Laia ST, Waianae, HI 96792",NA,NA
"1628","1-3-2-032-014-0000","763-12th AVE, Honolulu, HI 96816",NA,NA
"1629","1-9-1-142-106-0000","91-1111 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1630","1-4-4-012-064-0094","44-160 3 Hako ST, Kaneohe, HI 96744",NA,NA
"1631","1-1-3-003-024-0000","1030A Gulick AVE, Honolulu, HI 96819",NA,NA
"1632","1-9-1-056-005-0216","92-1081F Koio Drive, Kapolei, HI 96707",NA,NA
"1633","1-4-7-055-001-0000","47-361 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1634","1-9-1-010-106-0002","91-432 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1635","1-4-3-073-036-0000","150 Kainalu Drive, Kailua, HI 96734",NA,NA
"1636","1-3-2-048-083-0000","934-19th AVE, Honolulu, HI 96816",NA,NA
"1637","1-9-4-092-072-0000","94-309 Mahinahou ST, Mililani, HI 96789",NA,NA
"1638","1-9-7-056-093-0000","2324 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"1639","1-4-4-011-082-0040","318-2 Kuau ST, Kailua, HI 96734",NA,NA
"1640","1-9-1-158-072-0000","1212 Luakalai ST, Kapolei, HI 96707",NA,NA
"1641","1-9-8-043-036-0000","98-1245 Kaonohi ST, Aiea, HI 96701",NA,NA
"1642","1-4-4-012-064-0155","44-130 1 Mui PL, Kaneohe, HI 96744",NA,NA
"1643","1-4-5-016-006-0000","45-220 WILLIAM HENRY RD, KANEOHE, HI 96744",NA,NA
"1644","1-8-7-006-018-0000","87-1230 Farrington Highway, Waianae, HI 96792",NA,NA
"1645","1-9-1-133-053-0000","91-1005 Kaimoana ST, Ewa Beach, HI 96706",NA,NA
"1646","1-8-7-052-102-0000","87-1648 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1647","1-4-3-013-001-0000","86 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1648","1-9-4-067-010-0000","94-1007 Anania PL, Mililani, HI 96789",NA,NA
"1649","1-9-1-155-022-0000","91-2099 Kaiwawalo ST, Ewa Beach, HI 96706",NA,NA
"1650","1-9-1-132-010-0043","91-2000 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1651","1-9-4-162-051-0000","94-1025 Kanawao ST, Waipahu, HI 96797",NA,NA
"1652","1-3-2-022-069-0000","823-11th AVE, Honolulu, HI 96816",NA,NA
"1653","1-5-9-025-008-0000","59-745 Alapio PL, Haleiwa, HI 96712",NA,NA
"1654","1-9-2-032-067-0000","92-1299 Pueonani ST, Kapolei, HI 96707",NA,NA
"1655","1-8-4-021-001-0000","84-1162 Lahaina ST, Waianae, HI 96792",NA,NA
"1656","1-9-2-042-039-0000","92-489 Ohio ST, Kapolei, HI 96707",NA,NA
"1657","1-9-1-132-095-0000","91-1208 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"1658","1-4-4-015-084-0000","44-108 Puuohalai PL, Kaneohe, HI 96744",NA,NA
"1659","1-9-8-021-005-0000","98-241 Kaluamoi PL, Pearl City, HI 96782",NA,NA
"1660","1-9-5-033-141-0000","95-775 Maio ST, Mililani, HI 96789",NA,NA
"1661","1-4-7-004-012-0089","47-405 1 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1662","1-9-8-042-096-0000","98-1056 Kaonohi ST, Aiea, HI 96701",NA,NA
"1663","1-9-1-132-085-0000","91-1103 Hoomahana ST, Ewa Beach, HI 96706",NA,NA
"1664","1-9-4-071-075-0000","94-462 Hokuala ST, Mililani, HI 96789",NA,NA
"1665","1-9-4-009-028-0000","94-1203 Waipahu ST, Waipahu, HI 96797",NA,NA
"1666","1-9-4-096-106-0000","94-1094 Kuhaulua ST, Waipahu, HI 96797",NA,NA
"1667","1-9-1-043-088-0000","91-1326 Hoopio ST, Ewa Beach, HI 96706",NA,NA
"1668","1-9-1-158-085-0000","407 Koakoa ST, Kapolei, HI 96707",NA,NA
"1669","1-3-4-021-013-0002","2801 H La i RD, Honolulu, HI 96816",NA,NA
"1670","1-3-2-028-094-0000","611-11th AVE, Honolulu, HI 96816",NA,NA
"1671","1-8-4-015-036-0000","84-871 Lahaina ST, Waianae, HI 96792",NA,NA
"1672","1-9-1-010-093-0002","91-300 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1673","1-9-4-114-073-0000","94-695 Kaaka ST, Waipahu, HI 96797",NA,NA
"1674","1-9-1-158-090-0000","421 Koakoa ST, Kapolei, HI 96707",NA,NA
"1675","1-4-3-033-051-0000","211 Kainalu Drive, Kailua, HI 96734",NA,NA
"1676","1-9-1-010-113-0003","91-604 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1677","1-9-4-115-030-0120","94-1004 Kaukahi PL, Waipahu, HI 96797",NA,NA
"1678","1-3-8-004-005-0000","6162 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1679","1-9-9-026-011-0000","99-651 Kaulainahee PL, Aiea, HI 96701",NA,NA
"1680","1-4-6-025-078-0000","46-250 Heeia ST, Kaneohe, HI 96744",NA,NA
"1681","1-9-1-056-005-0166","92-1103D Koio Drive, Kapolei, HI 96707",NA,NA
"1682","1-9-4-106-084-0000","94-159 Kupuna Loop, Waipahu, HI 96797",NA,NA
"1683","1-4-4-012-064-0070","44-133 3 Hako ST, Kaneohe, HI 96744",NA,NA
"1684","1-9-8-049-040-0000","98-1494 Hoomahie Loop, Pearl City, HI 96782",NA,NA
"1685","1-9-9-026-037-0000","99-658A Kaulainahee PL, Aiea, HI 96701",NA,NA
"1686","1-8-5-029-006-0000","85-1137 Waianae Valley RD, Waianae, HI 96792",NA,NA
"1687","1-9-2-006-006-0000","92-365 Laaloa ST, Kapolei, HI 96707",NA,NA
"1688","1-9-1-116-021-0002","91-780 Launahele ST, Ewa Beach, HI 96706",NA,NA
"1689","1-9-5-002-004-0006","95-1230 Wikao ST, Mililani, HI 96789",NA,NA
"1690","1-9-4-077-029-0000","94-389 Alapoai ST, Mililani, HI 96789",NA,NA
"1691","1-9-1-121-052-0000","91-1522 Pukanala ST, Ewa Beach, HI 96706",NA,NA
"1692","1-8-7-052-037-0000","87-1514 Laia ST, Waianae, HI 96792",NA,NA
"1693","1-9-1-082-067-0000","91-1047 Kaloi PL, Ewa Beach, HI 96706",NA,NA
"1694","1-9-1-010-073-0011","91-2048 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1695","1-9-1-028-051-0000","91-647 Pohakupuna RD, Ewa Beach, HI 96706",NA,NA
"1696","1-4-7-004-027-0007","47-734 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1697","1-9-2-020-071-0065","92-956 Makakilo Drive, Kapolei, HI 96707",NA,NA
"1698","1-8-4-015-051-0000","84-850 Hanalei ST, Waianae, HI 96792",NA,NA
"1699","1-9-1-131-121-0000","91-1191 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1700","1-9-8-040-002-0017","98-429 Kaonohi ST, Aiea, HI 96701",NA,NA
"1701","1-3-7-011-006-0000","5830 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1702","1-9-1-066-072-0086","91-1050 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"1703","1-9-1-064-093-0000","91-1147D Hamana ST, Ewa Beach, HI 96706",NA,NA
"1704","1-9-8-002-016-0023","98-1085 Komo Mai Drive, Aiea, HI 96701",NA,NA
"1705","1-9-1-054-065-0000","91-1003 Kaihuopalaai ST, Ewa Beach, HI 96706",NA,NA
"1706","1-3-3-011-112-0000","1341-16th AVE, Honolulu, HI 96816",NA,NA
"1707","1-9-1-155-065-0000","91-1082 Waiemi ST, Ewa Beach, HI 96706",NA,NA
"1708","1-8-7-019-049-0000","87-1430A Paakea RD, Waianae, HI 96792",NA,NA
"1709","1-4-3-015-011-0000","152 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1710","1-4-3-061-097-0000","618A Halela ST, Kailua, HI 96734",NA,NA
"1711","1-4-4-012-004-0005","44-374 5 Olina ST, Kaneohe, HI 96744",NA,NA
"1712","1-9-1-135-061-0000","91-1022 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1713","1-9-1-166-065-0000","91-1416 Halili ST, Ewa Beach, HI 96706",NA,NA
"1714","1-3-3-043-135-0000","1439-9th AVE, Honolulu, HI 96816",NA,NA
"1715","1-3-6-013-035-0000","402 Hind Drive, Honolulu, HI 96821",NA,NA
"1716","1-6-6-031-019-0000","66-310 Pikai ST, Haleiwa, HI 96712",NA,NA
"1717","1-3-4-001-125-0000","1936-10th AVE, Honolulu, HI 96816",NA,NA
"1718","1-3-3-013-030-0001","4050 B Keanu ST, Honolulu, HI 96816",NA,NA
"1719","1-3-3-010-097-0000","1308-16th AVE, Honolulu, HI 96816",NA,NA
"1720","1-3-2-019-038-0000","949-11th AVE, Honolulu, HI 96816",NA,NA
"1721","1-4-7-025-044-0000","47-335 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1722","1-9-5-002-036-0094","95-1135 Wikao ST, Mililani, HI 96789",NA,NA
"1723","1-9-8-063-038-0000","98-1886 Hapaki ST, Aiea, HI 96701",NA,NA
"1724","1-9-5-033-037-0000","95-801 Makaunulau ST, Mililani, HI 96789",NA,NA
"1725","1-9-7-021-019-0001","931-4th ST, Pearl City, HI 96782",NA,NA
"1726","1-3-2-024-033-0000","725-8th AVE, Honolulu, HI 96816",NA,NA
"1727","1-3-4-001-134-0000","1930-9th AVE, Honolulu, HI 96816",NA,NA
"1728","1-8-7-026-082-0000","87-120 Kahau ST, Waianae, HI 96792",NA,NA
"1729","1-9-1-127-023-0000","91-6465 Kapolei Parkway, Ewa Beach, HI 96706",NA,NA
"1730","1-4-3-026-031-0000","359 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1731","1-9-1-048-066-0000","91-1160 Koka ST, Ewa Beach, HI 96706",NA,NA
"1732","1-9-1-066-008-0000","91-1054 Hamana ST, Ewa Beach, HI 96706",NA,NA
"1733","1-9-8-002-028-0022","98-1060 Komo Mai Drive, Aiea, HI 96701",NA,NA
"1734","1-9-1-056-004-0156","92-1174 1 Olani ST, Kapolei, HI 96707",NA,NA
"1735","1-9-9-069-035-0000","1331 Ala Alii ST, Honolulu, HI 96818",NA,NA
"1736","1-8-7-014-102-0000","87-436 Farrington Highway, Waianae, HI 96792",NA,NA
"1737","1-9-1-131-080-0000","91-1127 Kaiee ST, Ewa Beach, HI 96706",NA,NA
"1738","1-9-5-001-052-0069","95-318 Kaloapau ST, Mililani, HI 96789",NA,NA
"1739","1-6-6-034-061-0000","66-941 Oliana ST, Waialua, HI 96791",NA,NA
"1740","1-9-1-114-141-0000","91-1146 Kaiopua ST, Ewa Beach, HI 96706",NA,NA
"1741","1-4-7-004-034-0007","47-692 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1742","1-9-4-139-055-0000","94-403 Anania Drive, Mililani, HI 96789",NA,NA
"1743","1-9-1-123-034-0000","91-1163 Kaileonui ST, Ewa Beach, HI 96706",NA,NA
"1744","1-9-1-135-056-0000","91-1017 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"1745","1-9-4-063-034-0000","94-409 Noholoa Loop, Mililani, HI 96789",NA,NA
"1746","1-9-1-108-126-0000","91-1057 Makaike ST, Ewa Beach, HI 96706",NA,NA
"1747","1-4-4-007-036-0000","44-313B Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"1748","1-9-7-057-048-0001","2156 A Aumakua ST, Pearl City, HI 96782",NA,NA
"1749","1-9-1-127-145-0000","91-1010 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"1750","1-9-1-128-075-0000","91-1092 Kaihi ST, Ewa Beach, HI 96706",NA,NA
"1751","1-9-8-072-002-0000","98-624 Puailima ST, Aiea, HI 96701",NA,NA
"1752","1-9-1-132-010-0039","91-2030 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1753","1-9-1-138-021-0000","91-1225 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1754","1-9-5-087-035-0000","95-1001 Helepu ST, Mililani, HI 96789",NA,NA
"1755","1-9-4-132-031-0000","94-774 Kaaholo ST, Waipahu, HI 96797",NA,NA
"1756","1-9-1-066-072-0116","91-1068 Makaaloa ST, Ewa Beach, HI 96706",NA,NA
"1757","1-9-4-163-047-0000","94-1023 Mawa ST, Waipahu, HI 96797",NA,NA
"1758","1-9-1-029-025-0000","91-439 Papipi Drive, Ewa Beach, HI 96706",NA,NA
"1759","1-9-4-061-021-0000","94-208 Kiaha Loop, Mililani, HI 96789",NA,NA
"1760","1-3-6-011-004-0000","5130 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1761","1-9-8-059-005-0018","98-517A Kamahao PL, Pearl City, HI 96782",NA,NA
"1762","1-9-4-027-068-0000","94-272 Pupukoae ST, Waipahu, HI 96797",NA,NA
"1763","1-9-4-168-045-0000","94-1071 Hoohele ST, Waipahu, HI 96797",NA,NA
"1764","1-9-1-016-160-0016","91-1155 Kakala ST, Kapolei, HI 96707",NA,NA
"1765","1-9-1-010-091-0004","91-307 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1766","1-3-2-011-006-0000","1001-6th AVE, Honolulu, HI 96816",NA,NA
"1767","1-9-8-035-025-0000","98-1107 Kaamilo ST, Aiea, HI 96701",NA,NA
"1768","1-9-9-034-028-0000","99-735 Halawa Drive, Aiea, HI 96701",NA,NA
"1769","1-5-6-010-192-0000","56-118 Kahana ST, Kahuku, HI 96731",NA,NA
"1770","1-9-4-102-008-0000","94-793 Meahale ST, Waipahu, HI 96797",NA,NA
"1771","1-4-7-004-020-0075","47-362 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1772","1-8-5-010-035-0000","85-160 Waianae Valley RD, Waianae, HI 96792",NA,NA
"1773","1-9-1-142-029-0000","91-1314 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1774","1-9-4-135-088-0000","94-609 Palai ST, Waipahu, HI 96797",NA,NA
"1775","1-4-4-020-029-0000","44-126 Mikiola Drive, Kaneohe, HI 96744",NA,NA
"1776","1-9-1-130-005-0000","91-311 Hoolu PL, Ewa Beach, HI 96706",NA,NA
"1777","1-9-1-138-034-0000","91-1078 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1778","1-9-1-010-053-0008","91-147 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1779","1-4-7-059-029-0000","47-703 Ahuimanu Loop, Kaneohe, HI 96744",NA,NA
"1780","1-8-4-017-002-0005","84-716E Farrington Highway, Waianae, HI 96792",NA,NA
"1781","1-4-3-069-008-0000","25 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1782","1-3-2-044-001-0000","1002-19th AVE, Honolulu, HI 96816",NA,NA
"1783","1-5-9-003-012-0000","59-575 1 Ke Iki RD, Haleiwa, HI 96712",NA,NA
"1784","1-3-2-031-018-0001","625-12TH AVE, Honolulu, HI 96816",NA,NA
"1785","1-4-5-045-033-0011","45-179G Lilipuna RD, Kaneohe, HI 96744",NA,NA
"1786","1-5-9-003-068-0000","59-541 Ke Iki RD, Haleiwa, HI 96712",NA,NA
"1787","1-9-1-010-099-0001","91-3067 Makalea Loop, Ewa Beach, HI 96706",NA,NA
"1788","1-4-7-004-029-0020","47-205D Hui Akikiki PL, Kaneohe, HI 96744",NA,NA
"1789","1-9-1-056-004-0021","92-1134 Olani ST, Kapolei, HI 96707",NA,NA
"1790","1-9-2-012-034-0000","92-674 Makakilo Drive, Kapolei, HI 96707",NA,NA
"1791","1-9-1-113-012-0000","91-243 Paiaha PL, Kapolei, HI 96707",NA,NA
"1792","1-9-1-157-033-0000","91-1262 Kaiokia ST, Ewa Beach, HI 96706",NA,NA
"1793","1-9-1-095-099-0000","91-1700 Bond ST, Ewa Beach, HI 96706",NA,NA
"1794","1-9-1-137-057-0000","91-1264 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1795","1-4-5-047-035-0000","45-210 Ka Hanahou Circle, Kaneohe, HI 96744",NA,NA
"1796","1-4-3-033-044-0000","223C Kainalu Drive, Kailua, HI 96734",NA,NA
"1797","1-9-4-040-069-0000","94-452 Kahualei PL, Waipahu, HI 96797",NA,NA
"1798","1-8-7-052-031-0000","87-1589 Mokila ST, Waianae, HI 96792",NA,NA
"1799","1-9-1-162-001-0004","91-1510 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"1800","1-9-9-070-011-0000","99-556 Hoio ST, Aiea, HI 96701",NA,NA
"1801","1-9-5-002-036-0078","95-1099 Wikao ST, Mililani, HI 96789",NA,NA
"1802","1-9-7-030-044-0000","767 Puu Hina PL, Pearl City, HI 96782",NA,NA
"1803","1-9-1-056-005-0123","1025 Koio Drive, Kapolei, HI 96707",NA,NA
"1804","1-4-7-040-019-0005","47-728 Ahuimanu Loop, Kaneohe, HI 96744",NA,NA
"1805","1-9-1-131-089-0000","91-1037 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1806","1-9-1-051-099-0126","91-1120 Puahala ST, Ewa Beach, HI 96706",NA,NA
"1807","1-4-6-031-027-0045","46-1063 Emepela Way, Kaneohe, HI 96744",NA,NA
"1808","1-9-5-002-004-0054","95-1321 Wikao ST, Mililani, HI 96789",NA,NA
"1809","1-9-1-037-002-0000","91-810 Kauwili ST, Ewa Beach, HI 96706",NA,NA
"1810","1-9-4-100-053-0000","94-125 Makapipipi ST, Mililani, HI 96789",NA,NA
"1811","1-4-6-037-121-0000","45-444 Lolii ST, Kaneohe, HI 96744",NA,NA
"1812","1-4-5-021-005-0008","45-557 Keaahala RD, Kaneohe, HI 96744",NA,NA
"1813","1-9-1-008-034-0002","91-797B Makule RD, Ewa Beach, HI 96706",NA,NA
"1814","1-9-4-042-088-0000","94-1076 Lumi ST, Waipahu, HI 96797",NA,NA
"1815","1-9-1-002-214-0000","91-1006 Pailani ST, Ewa Beach, HI 96706",NA,NA
"1816","1-5-9-022-052-0000","59-745 Alapio RD, Haleiwa, HI 96712",NA,NA
"1817","1-9-1-136-025-0000","91-1251 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"1818","1-9-4-075-059-0000","94-502 Alapoai ST, Mililani, HI 96789",NA,NA
"1819","1-4-5-002-028-0000","45-1031C Wailele RD, Kaneohe, HI 96744",NA,NA
"1820","1-9-1-010-057-0005","91-284 Makalauna PL, Ewa Beach, HI 96706",NA,NA
"1821","1-9-1-037-106-0000","91-841 Kehue ST, Ewa Beach, HI 96706",NA,NA
"1822","1-9-1-095-116-0000","91-1646 Bond ST, Ewa Beach, HI 96706",NA,NA
"1823","1-8-7-052-112-0000","87-1620 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1824","1-9-4-134-179-0000","94-425 Kuahui ST, Waipahu, HI 96797",NA,NA
"1825","1-9-7-029-009-0000","1053 Puu Alani Way, Pearl City, HI 96782",NA,NA
"1826","1-4-7-044-033-0000","47-347 Iuiu ST, Kaneohe, HI 96744",NA,NA
"1827","1-9-1-042-062-0000","91-1171 Hanaloa ST, Ewa Beach, HI 96706",NA,NA
"1828","1-3-2-018-012-0000","960-11th AVE, Honolulu, HI 96816",NA,NA
"1829","1-9-9-027-087-0000","99-893 Meaala ST, Aiea, HI 96701",NA,NA
"1830","1-9-8-059-007-0050","98-901 A Noelani ST, Pearl City, HI 96782",NA,NA
"1831","1-3-2-028-055-0000","618-11th AVE, Honolulu, HI 96816",NA,NA
"1832","1-3-3-046-057-0000","1526D Palolo AVE, Honolulu, HI 96816",NA,NA
"1833","1-3-3-014-058-0000","1441-16th AVE, Honolulu, HI 96816",NA,NA
"1834","1-9-1-142-007-0000","91-1100 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1835","1-8-6-003-049-0000","86-533B Halona RD, Waianae, HI 96792",NA,NA
"1836","1-9-8-059-007-0053","98-905 Noelani ST, Pearl City, HI 96782",NA,NA
"1837","1-8-5-007-056-0000","85-196A Lualualei Hmstd RD, Waianae, HI 96792",NA,NA
"1838","1-3-2-048-023-0000","902-18th AVE, Honolulu, HI 96816",NA,NA
"1839","1-3-3-046-056-0000","1526F Palolo AVE, Honolulu, HI 96816",NA,NA
"1840","1-9-1-037-166-0000","91-885 Ma Ke Kula ST, Ewa Beach, HI 96706",NA,NA
"1841","1-9-2-019-068-0114","92-1183 Palahia ST, Kapolei, HI 96707",NA,NA
"1842","1-9-9-006-105-0000","99-1017 Kahua PL, Aiea, HI 96701",NA,NA
"1843","1-9-8-059-007-0052","98-905 C Noelani ST, Pearl City, HI 96782",NA,NA
"1844","1-4-7-004-039-0013","47-144 Hui Oo PL, Kaneohe, HI 96744",NA,NA
"1845","1-9-1-132-010-0078","91-2134 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1846","1-9-1-132-029-0000","91-1024 Hoomanao ST, Ewa Beach, HI 96706",NA,NA
"1847","1-9-2-014-031-0000","92-778 Palailai ST, Kapolei, HI 96707",NA,NA
"1848","1-8-4-017-028-0000","84-122 Kiapa PL, Waianae, HI 96792",NA,NA
"1849","1-4-7-004-020-0019","47-369C Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1850","1-9-1-138-028-0000","91-1062 Kai Kukuma ST, Ewa Beach, HI 96706",NA,NA
"1851","1-4-5-022-031-0005","45-598D Keaahala RD, Kaneohe, HI 96744",NA,NA
"1852","1-7-4-020-054-0000","232 Cane ST, Wahiawa, HI 96786",NA,NA
"1853","1-3-2-049-040-0000","922-21st AVE, Honolulu, HI 96816",NA,NA
"1854","1-9-8-059-023-0013","98-1285D Hoohiki PL, Pearl City, HI 96782",NA,NA
"1855","1-5-9-003-004-0002","59-497 Ke Waena RD, Haleiwa, HI 96712",NA,NA
"1856","1-9-1-002-021-0000","91-940 Pailani ST, Ewa Beach, HI 96706",NA,NA
"1857","1-9-1-166-061-0000","91-1400 Halili ST, Ewa Beach, HI 96706",NA,NA
"1858","1-9-2-029-034-0000","92-7023 Kahea ST, Kapolei, HI 96707",NA,NA
"1859","1-9-8-002-056-0061","98-1950B Kaahumanu ST, Pearl City, HI 96782",NA,NA
"1860","1-9-4-136-068-0000","94-1053 Heahea ST, Waipahu, HI 96797",NA,NA
"1861","1-3-8-014-030-0000","5930 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1862","1-9-1-137-029-0000","91-1029 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"1863","1-4-2-001-048-0042","1015 Aoloa ST, Kailua, HI 96734",NA,NA
"1864","1-4-7-052-091-0000","47-422 Hui Aukuu PL, Kaneohe, HI 96744",NA,NA
"1865","1-9-4-120-022-0000","94-597 Kupuna Loop, Waipahu, HI 96797",NA,NA
"1866","1-9-8-011-052-0039","98-839 Kaonohi ST, Aiea, HI 96701",NA,NA
"1867","1-9-1-044-053-0000","91-1736A Ala Loa ST, Ewa Beach, HI 96706",NA,NA
"1868","1-9-1-010-050-0005","91-148 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1869","1-9-4-124-212-0000","94-1075 Kaaholo ST, Waipahu, HI 96797",NA,NA
